"","overlap_type","seqnames","peakID","annotation","ENSEMBL","SYMBOL","log2FC_car","padj_car","log2FC_rna","padj_rna","geneChr","Start","End","gene_description"
"135","overlap","chr13","39035200-39039450","Promoter","ENSG00000188811","NHLRC3",-0.830787268412596,0.000968633216225973,-1.15390793540484,3.15139703084836e-24,13,39038306,39050109,"NHL repeat containing 3"
"136","overlap","chr13","39655350-39656900","Promoter","ENSG00000133103","COG6",-0.798797067108922,0.0116927455543636,-0.908846825316354,4.45395553703721e-15,13,39655627,39791665,"component of oligomeric golgi complex 6"
"137","overlap","chr13","40770100-40771900","Promoter","ENSG00000102738","MRPS31",-0.682136298674722,0.0445941106923377,-1.08946430274665,1.38108865166454e-27,13,40729128,40771190,"mitochondrial ribosomal protein S31"
"138","overlap","chr13","41059000-41063100","Promoter","ENSG00000120688","WBP4",-0.807114460538714,0.00290710953431552,-0.399938770633756,1.49449984743788e-05,13,41061509,41084006,"WW domain binding protein 4"
"139","overlap","chr13","41262650-41264150","Promoter","ENSG00000120662","MTRF1",-0.821420451563449,0.0118804723011343,-1.31587975578242,3.65084401236033e-35,13,41216369,41263577,"mitochondrial translation release factor 1"
"140","overlap","chr13","41310700-41313950","Promoter","ENSG00000172766","NAA16",-0.823928058587735,0.000692898312067611,-0.583454687809467,2.87293732989581e-08,13,41311267,41377030,"N-alpha-acetyltransferase 16, NatA auxiliary subunit"
"141","overlap","chr13","41696550-41696850","Intron","ENSG00000102763","VWA8",-1.27760448940643,0.0283329834139171,-0.478729550718747,6.88114900719047e-07,13,41566835,41961120,"von Willebrand factor A domain containing 8"
"142","overlap","chr13","41959050-41962150","Promoter","ENSG00000102763","VWA8",-0.765018656626059,0.00424200003821881,-0.478729550718747,6.88114900719047e-07,13,41566835,41961120,"von Willebrand factor A domain containing 8"
"143","overlap","chr13","42039450-42042700","Promoter","ENSG00000102780","DGKH",-0.810783819887661,0.0009371452636837,-1.23815658552283,1.48006631430123e-24,13,42040036,42256578,"diacylglycerol kinase eta"
"144","overlap","chr13","42046500-42050000","5'UTR","ENSG00000102780","DGKH",-0.675821360728105,0.00783439250473614,-1.23815658552283,1.48006631430123e-24,13,42040036,42256578,"diacylglycerol kinase eta"
"145","overlap","chr13","42271300-42273300","Promoter","ENSG00000023516","AKAP11",-0.854438221944233,0.00176432068388966,-0.261788356026233,0.00990512613667426,13,42272152,42323261,"A-kinase anchoring protein 11"
"146","overlap","chr13","42991600-42993150","Promoter","ENSG00000133106","EPSTI1",-0.77551073596273,0.0136192221323821,-0.482671932425484,0.00031422089426982,13,42886388,42992271,"epithelial stromal interaction 1"
"147","overlap","chr13","43055050-43056000","Intron","ENSG00000120675","DNAJC15",-0.968941171710842,0.00790278722979805,-2.17540043691145,2.26401859427525e-16,13,43023203,43114213,"DnaJ heat shock protein family (Hsp40) member C15"
"148","overlap","chr13","43878700-43880600","Promoter","ENSG00000179630","LACC1",-1.15086589236107,1.83908157316377e-05,-0.481435393141511,0.000587015865850363,13,43879284,44028526,"laccase domain containing 1"
"149","overlap","chr13","44575500-44578950","Promoter","ENSG00000278156","TSC22D1-AS1",-0.843706538012279,0.000160408611138777,-1.84051504805079,0.000149773994501746,13,44575893,44580432,"TSC22D1 antisense RNA 1"
"150","overlap","chr13","44988500-44990550","Promoter","ENSG00000083635","NUFIP1",-0.778505681110249,0.00307612769227664,0.252698419299544,0.0216904257395634,13,44939249,44989471,"nuclear FMR1 interacting protein 1"
"151","overlap","chr13","45338850-45342600","Promoter","ENSG00000170919","TPT1-AS1",-0.899999305960004,0.00154185832777439,-2.2390815525288,9.84838552247832e-67,13,45341345,45417975,"TPT1 antisense RNA 1"
"152","overlap","chr13","45464350-45466100","Promoter","ENSG00000136152","COG3",-0.810348763677684,0.00528673605329585,-0.844463544327548,6.14371390660296e-21,13,45464898,45536701,"component of oligomeric golgi complex 3"
"153","overlap","chr13","46796350-46797450","Promoter","ENSG00000139684","ESD",-0.834438662660834,0.00312282111515187,-0.405854460285434,1.9202541562842e-07,13,46771256,46797420,"esterase D"
"154","overlap","chr13","48093750-48095350","Promoter","ENSG00000136146","MED4",-0.777648133486239,0.00842035730301544,-0.57321933860786,7.01179634924564e-13,13,48053323,48095131,"mediator complex subunit 4"
"155","overlap","chr13","48232550-48234950","Promoter","ENSG00000136156","ITM2B",-1.01879855475477,1.22066024456353e-05,-1.56659796445847,1.82901935229867e-110,13,48232612,48270357,"integral membrane protein 2B"
"156","overlap","chr13","48531800-48533500","Promoter","ENSG00000136161","RCBTB2",-0.839621663441085,0.00176401788051989,-1.00010467515132,2.4421546697961e-09,13,48488963,48533256,"RCC1 and BTB domain containing protein 2"
"157","overlap","chr13","48974950-48978450","Promoter","ENSG00000102531","FNDC3A",-0.979590948786563,8.15026740868117e-05,-0.80543330090123,1.92638702341066e-16,13,48975912,49209779,"fibronectin type III domain containing 3A"
"158","overlap","chr13","49052900-49053250","Intron","ENSG00000102531","FNDC3A",-4.37252295645301,2.72976593839102e-07,-0.80543330090123,1.92638702341066e-16,13,48975912,49209779,"fibronectin type III domain containing 3A"
"159","overlap","chr13","49584550-49587550","Promoter","ENSG00000136144","RCBTB1",-0.680558444180443,0.0141992495727413,-0.526729259993927,2.16866627635654e-07,13,49531946,49585558,"RCC1 and BTB domain containing protein 1"
"160","overlap","chr13","49790700-49793650","Promoter","ENSG00000102753","KPNA3",-0.655397116055963,0.0168686314426014,0.356584312526833,4.10468341339071e-05,13,49699320,49792682,"karyopherin subunit alpha 3"
"161","overlap","chr13","50123000-50126800","Promoter","ENSG00000231607","DLEU2",-0.652933300135361,0.00933105043189987,-0.303104035574449,0.0210583967750711,13,49956733,50125720,"deleted in lymphocytic leukemia 2"
"162","overlap","chr13","50982000-50982600","Intron","ENSG00000136104","RNASEH2B",-5.66006833078458,6.73601966950034e-15,-0.38122477296442,0.000154084881345814,13,50909747,51024120,"ribonuclease H2 subunit B"
"163","overlap","chr13","51080300-51081100","Promoter","ENSG00000123201","GUCY1B2",-0.918310475296976,0.034321211242361,-6.52481190660163,2.543244525938e-06,13,50994511,51080862,"guanylate cyclase 1 soluble subunit beta 2 (pseudogene)"
"164","overlap","chr13","51583550-51585900","Promoter","ENSG00000139668","WDFY2",-0.955398258774602,3.64515889413333e-05,-1.32007516282518,5.40427143275547e-29,13,51584455,51767709,"WD repeat and FYVE domain containing 2"
"165","overlap","chr13","52449350-52451100","Promoter","ENSG00000136100","VPS36",-0.727122346917015,0.00791554183933994,-0.70741440318816,1.11668614487258e-14,13,52412602,52450634,"vacuolar protein sorting 36 homolog"
"166","overlap","chr13","52453700-52456900","Promoter","ENSG00000136108","CKAP2",-0.697876619788261,0.0080249958375325,0.316110184014063,0.000147546581791901,13,52455429,52476628,"cytoskeleton associated protein 2"
"167","overlap","chr13","52616600-52618500","Exon","ENSG00000139675","HNRNPA1L2",-0.676046277499941,0.0312587854983713,-1.04662188108435,4.35182964476951e-14,13,52600042,52643773,"heterogeneous nuclear ribonucleoprotein A1 like 2"
"168","overlap","chr13","52650800-52654350","Promoter","ENSG00000165416","SUGT1",-0.775830914308598,0.00885277448163843,-0.363865513351087,2.01526643689873e-06,13,52652709,52700909,"SGT1 homolog, MIS12 kinetochore complex assembly cochaperone"
"169","overlap","chr13","60395600-60399200","Promoter","ENSG00000083544","TDRD3",-0.643882696088108,0.0234272205933575,-0.684339379439053,2.70752065102142e-10,13,60396457,60573878,"tudor domain containing 3"
"170","overlap","chr13","61414700-61415000","Intron","ENSG00000280165","PCDH20",-3.61585298476524,5.36564642119792e-08,-5.01886842113115,2.39821740993567e-09,13,61409685,61427849,"protocadherin 20"
"171","overlap","chr13","66659800-66660400","Intron","ENSG00000184226","PCDH9",-1.17199059072984,0.0027410155489571,-0.441049198343175,0.00181351046289541,13,66302834,67230445,"protocadherin 9"
"172","overlap","chr13","67194550-67195600","Intron","ENSG00000184226","PCDH9",-1.13333399932609,0.00122395484262719,-0.441049198343175,0.00181351046289541,13,66302834,67230445,"protocadherin 9"
"173","overlap","chr13","67229500-67232200","Promoter","ENSG00000184226","PCDH9",-0.929370106762962,0.000539703967753407,-0.441049198343175,0.00181351046289541,13,66302834,67230445,"protocadherin 9"
"174","overlap","chr13","71477250-71478000","Intron","ENSG00000276644","DACH1",-1.47584477985207,8.38107713307712e-05,-2.55343073166487,1.98440643622693e-09,13,71437966,71867204,"dachshund family transcription factor 1"
"175","overlap","chr13","71528550-71529200","Intron","ENSG00000276644","DACH1",-2.17034753510215,0.000227064776825644,-2.55343073166487,1.98440643622693e-09,13,71437966,71867204,"dachshund family transcription factor 1"
"176","overlap","chr13","71866150-71868150","Promoter","ENSG00000276644","DACH1",-0.863768854717083,0.00789769413428623,-2.55343073166487,1.98440643622693e-09,13,71437966,71867204,"dachshund family transcription factor 1"
"177","overlap","chr13","72780400-72783550","Promoter","ENSG00000083535","PIBF1",-0.642559476445041,0.0264108104244953,-0.453533016241323,2.24016338405477e-05,13,72782133,73016461,"progesterone immunomodulatory binding factor 1"
"178","overlap","chr13","73055550-73061850","5'UTR","ENSG00000102554","KLF5",-0.663251763006972,0.0167378993186212,-0.740311995250683,3.27676834395491e-20,13,73054976,73077541,"Kruppel like factor 5"
"179","overlap","chr13","74133000-74137000","Promoter","ENSG00000118922","KLF12",-0.926351062080614,0.000142486479185497,-0.335292494046491,0.00740547109003078,13,73686089,74133929,"Kruppel like factor 12"
"180","overlap","chr13","75480100-75483400","Promoter","ENSG00000136111","TBC1D4",-0.558488104202418,0.0347413900759675,0.368068785343522,0.000159044831988574,13,75283503,75482169,"TBC1 domain family member 4"
"181","overlap","chr13","75674550-75675450","Intron","ENSG00000136153","LMO7",-1.6675287410044,1.68323788617991e-05,-3.74631001578484,4.88427423176675e-111,13,75549773,75859870,"LIM domain 7"
"182","overlap","chr13","75762200-75762500","Intron","ENSG00000136153","LMO7",-7.64973409886846,1.36703935813822e-07,-3.74631001578484,4.88427423176675e-111,13,75549773,75859870,"LIM domain 7"
"183","overlap","chr13","76884550-76886050","3'UTR","ENSG00000178695","KCTD12",-8.75877376021179,1.17379256382654e-10,-10.9818377605845,1.11696558551609e-19,13,76880175,76886405,"potassium channel tetramerization domain containing 12"
"184","overlap","chr13","95644100-95645150","Promoter","ENSG00000134874","DZIP1",-0.794894605591544,0.0387606818739773,-0.991678221165813,1.79026761272844e-08,13,95578202,95644706,"DAZ interacting zinc finger protein 1"
"185","overlap","chr13","98142500-98142900","Promoter","ENSG00000152767","FARP1",-2.90330008751896,7.26299851927787e-07,-5.23179895423507,1.79326304585968e-140,13,98142562,98455176,"FERM, ARH/RhoGEF and pleckstrin domain protein 1"
"186","overlap","chr13","98143550-98143800","Intron","ENSG00000152767","FARP1",-3.6699502981086,2.66784030886317e-05,-5.23179895423507,1.79326304585968e-140,13,98142562,98455176,"FERM, ARH/RhoGEF and pleckstrin domain protein 1"
"187","overlap","chr13","98144100-98144300","Intron","ENSG00000152767","FARP1",-4.28524115020684,4.23129746566492e-06,-5.23179895423507,1.79326304585968e-140,13,98142562,98455176,"FERM, ARH/RhoGEF and pleckstrin domain protein 1"
"188","overlap","chr13","98574250-98578550","Promoter","ENSG00000102572","STK24",-0.80931689627129,0.00123521668695353,0.237747110220072,0.000103488294429666,13,98445185,98577940,"serine/threonine kinase 24"
"189","overlap","chr13","99495100-99503350","Promoter","ENSG00000280734","LINC01232",-0.60006696595107,0.046003251723678,-1.47950781557738,5.65942248591881e-32,13,99486962,99499306,"long intergenic non-protein coding RNA 1232"
"190","overlap","chr13","99605750-99607350","Promoter","ENSG00000125246","CLYBL",-0.734008211688294,0.0223252436857551,-4.76286388792453,1.0278803953613e-28,13,99606669,99909459,"citramalyl-CoA lyase"
"191","overlap","chr13","99655600-99656300","Intron","ENSG00000125246","CLYBL",-1.55763234587414,8.6647051355015e-05,-4.76286388792453,1.0278803953613e-28,13,99606669,99909459,"citramalyl-CoA lyase"
"192","overlap","chr13","99979100-99984750","Promoter","ENSG00000043355","ZIC2",-0.94923129669617,4.20176992446079e-05,-0.934932601581895,1.61422054555369e-06,13,99981784,99986765,"Zic family member 2"
"193","overlap","chr13","100588150-100588800","5'UTR","ENSG00000134864","GGACT",-1.05883461588122,0.00659951016227409,-1.7506573747109,0.000317938874554334,13,100530164,100589528,"gamma-glutamylamine cyclotransferase"
"194","overlap","chr13","100673650-100675750","Promoter","ENSG00000125247","TMTC4",-0.631938686543744,0.0228805941827569,-1.12342953253829,4.13928222746307e-17,13,100603625,100675093,"transmembrane O-mannosyltransferase targeting cadherins 4"
"195","overlap","chr13","102595650-102598800","Promoter","ENSG00000134900","TPP2",-0.697452949391028,0.00803767182634642,-0.322564889905615,3.74741568034666e-05,13,102596986,102679958,"tripeptidyl peptidase 2"
"196","overlap","chr13","110615150-110617100","Promoter","ENSG00000213995","NAXD",-0.672637486993484,0.00858711793690047,-0.354795602618804,6.28975592825484e-06,13,110615545,110639996,"NAD(P)HX dehydratase"
"197","overlap","chr13","110704350-110706750","5'UTR","ENSG00000134905","CARS2",-0.600950548341572,0.0463947948268768,-0.453622776002521,1.41224189475599e-08,13,110641412,110713603,"cysteinyl-tRNA synthetase 2, mitochondrial"
"198","overlap","chr13","113362950-113364150","Promoter","ENSG00000139835","GRTP1",-0.771646998750092,0.0339372862036125,-1.30062978395971,1.8820045385569e-32,13,113324163,113364148,"growth hormone regulated TBC protein 1"
"199","overlap","chr13","114234550-114236350","Promoter","ENSG00000130177","CDC16",-0.765241248023809,0.0183789656617279,-0.722862103588273,8.03524846730063e-23,13,114234887,114272723,"cell division cycle 16"
"200","overlap","chr13","114280200-114283300","Promoter","ENSG00000169062","UPF3A",-0.592014753620098,0.0407061662781887,-1.06416449378917,8.30810902555616e-52,13,114281601,114305817,"UPF3A regulator of nonsense mediated mRNA decay"
"201","overlap","chr14","20989250-20991050","Promoter","ENSG00000165792","METTL17",-0.638692342988691,0.0414299405209386,-0.510317886364504,9.96044628566072e-13,14,20989973,20997035,"methyltransferase like 17"
"202","overlap","chr14","21068600-21071800","Promoter","ENSG00000165801","ARHGEF40",-0.884888932891224,0.00622154039146429,-0.621721404344758,1.0820278099777e-07,14,21070273,21090248,"Rho guanine nucleotide exchange factor 40"
"203","overlap","chr14","21098500-21099600","Promoter","ENSG00000232070","TMEM253",-0.848952261154013,0.0211009461625882,-2.76601685024859,0.000214854620104874,14,21098811,21103724,"transmembrane protein 253"
"204","overlap","chr14","21266950-21270300","Promoter","ENSG00000092199","HNRNPC",-0.63484709839297,0.0213176015491147,0.144762179516706,0.018220691241254,14,21209136,21269494,"heterogeneous nuclear ribonucleoprotein C"
"205","overlap","chr14","23182350-23183850","Promoter","ENSG00000092068","SLC7A8",-1.49414804416374,1.40263383744525e-06,-2.84579043560721,1.77410585603913e-43,14,23125295,23183674,"solute carrier family 7 member 8"
"206","overlap","chr14","23320650-23323100","Promoter","ENSG00000100836","PABPN1",-0.592411655231353,0.0382214213115822,-0.796114092372035,7.0970792243701e-33,14,23321457,23326163,"poly(A) binding protein nuclear 1"
"207","overlap","chr14","23555700-23557050","Promoter","ENSG00000136367","ZFHX2",-0.722504378471252,0.0269666811559496,-1.79392678566467,0.000795546706462593,14,23520857,23556192,"zinc finger homeobox 2"
"208","overlap","chr14","24036000-24037000","Exon","ENSG00000205978","NYNRIN",-0.809486621580968,0.0244683163568323,-1.9728882047798,8.09845357114205e-29,14,24399003,24419283,"NYN domain and retroviral integrase containing"
"209","overlap","chr14","24194800-24196950","5'UTR","ENSG00000205978","NYNRIN",-0.751999669120528,0.00701499684560639,-1.9728882047798,8.09845357114205e-29,14,24399003,24419283,"NYN domain and retroviral integrase containing"
"210","overlap","chr14","29926050-29928250","5'UTR","ENSG00000184304","PRKD1",-1.27450079101058,9.03102137646188e-06,-2.55247614070534,2.48377013291861e-07,14,29576479,30191898,"protein kinase D1"
"211","overlap","chr14","35402400-35405650","Promoter","ENSG00000100906","NFKBIA",-0.614438936345959,0.0410019527284894,-0.803767536922405,1.09368006341491e-18,14,35401513,35404749,"NFKB inhibitor alpha"
"212","overlap","chr14","35807950-35809500","Promoter","ENSG00000174373","RALGAPA1",-0.701503330076364,0.0262780093966525,-0.337599337055177,0.00619699430635654,14,35538352,35809304,"Ral GTPase activating protein catalytic subunit alpha 1"
"213","overlap","chr14","36317500-36321400","Promoter","ENSG00000151332","MBIP",-0.603721296787676,0.0449219038629611,-0.627377919973679,6.49227586897323e-10,14,36298564,36320637,"MAP3K12 binding inhibitory protein 1"
"214","overlap","chr14","36582000-36582650","Promoter","ENSG00000136327","NKX2-8",-2.40620016705034,5.54493292582996e-10,-4.50634551886591,8.58927724944613e-09,14,36580004,36582614,"NK2 homeobox 8"
"215","overlap","chr14","36661750-36662700","5'UTR","ENSG00000198807","PAX9",-0.765020308171572,0.0357347080745851,-0.723922873929839,1.82165014908005e-06,14,36657568,36679362,"paired box 9"
"216","overlap","chr14","37048600-37049000","Intron","ENSG00000183032","SLC25A21",-3.00776354557234,6.30529925180468e-07,-2.06957215433318,0.00297875249577037,14,36677921,37172606,"solute carrier family 25 member 21"
"217","overlap","chr14","37171750-37173150","Promoter","ENSG00000258708","SLC25A21-AS1",-1.49787962695359,1.41995212019516e-07,-2.67484450592383,1.48277409321259e-17,14,37171888,37173811,"SLC25A21 antisense RNA 1"
"218","overlap","chr14","37197100-37198950","Promoter","ENSG00000151338","MIPOL1",-0.930659468575993,0.00136368586158881,-0.937544873291405,1.25522334407907e-06,14,37197913,37579125,"mirror-image polydactyly 1"
"219","overlap","chr14","37356400-37357100","Intron","ENSG00000151338","MIPOL1",-1.26396174840186,0.000317606136012662,-0.937544873291405,1.25522334407907e-06,14,37197913,37579125,"mirror-image polydactyly 1"
"220","overlap","chr14","37587300-37589800","3'UTR","ENSG00000129514","FOXA1",-1.4555954504002,7.78291846195928e-10,-1.90255504918335,7.09983526280051e-59,14,37589552,37595249,"forkhead box A1"
"221","overlap","chr14","37593650-37596800","Promoter","ENSG00000129514","FOXA1",-1.04914930911369,9.3244589897675e-06,-1.90255504918335,7.09983526280051e-59,14,37589552,37595249,"forkhead box A1"
"222","overlap","chr14","37599500-37600150","Intron","ENSG00000139865","TTC6",-1.49361948241618,0.000317606136012662,-2.32473764096279,3.43327983318844e-05,14,37595847,38041442,"tetratricopeptide repeat domain 6"
"223","overlap","chr14","44897100-44898400","Promoter","ENSG00000179476","C14orf28",-0.8886323984955,0.00119622541052045,-0.877266664963751,0.0178845895882834,14,44897275,44907257,"chromosome 14 open reading frame 28"
"224","overlap","chr14","45084050-45085700","Promoter","ENSG00000185246","PRPF39",-0.916207436023005,0.000888222265317652,-0.636447628352519,5.15768556425384e-11,14,45084107,45116282,"pre-mRNA processing factor 39"
"225","overlap","chr14","45133450-45138000","Promoter","ENSG00000100442","FKBP3",-0.834949902989352,0.00200332079838006,-1.41574640332315,2.85565601527125e-73,14,45115599,45135319,"FKBP prolyl isomerase 3"
"226","overlap","chr14","51094900-51096150","Promoter","ENSG00000100505","TRIM9",-0.768659178278025,0.00897814511120591,-2.57523455555205,4.12020712836141e-11,14,50975262,51096061,"tripartite motif containing 9"
"227","overlap","chr14","51860650-51861300","5'UTR","ENSG00000186469","GNG2",-1.23258690097636,0.00473469633539466,-1.74493996810547,2.67915177943879e-12,14,51826195,51979342,"G protein subunit gamma 2"
"228","overlap","chr14","58243500-58247200","Promoter","ENSG00000100567","PSMA3",-0.631265319456436,0.034321211242361,-0.530976206138341,2.33830346381898e-17,14,58244843,58272012,"proteasome 20S subunit alpha 3"
"229","overlap","chr14","58426100-58429550","Promoter","ENSG00000100575","TIMM9",-0.66470362105626,0.0252270736573654,0.305605148268156,0.000587189393380822,14,58408495,58427531,"translocase of inner mitochondrial membrane 9"
"230","overlap","chr14","61278650-61282300","Promoter","ENSG00000182107","TMEM30B",-1.04081021424214,1.039460667312e-05,-0.607522298529584,5.43036142430906e-14,14,61277370,61281338,"transmembrane protein 30B"
"231","overlap","chr14","63101350-63102450","Promoter","ENSG00000140015","KCNH5",-6.09302876532715,1.04443379140538e-28,-6.25609116976894,9.70047022626298e-06,14,62699464,63102037,"potassium voltage-gated channel subfamily H member 5"
"232","overlap","chr14","64387100-64389800","Promoter","ENSG00000234911","TEX21P",-1.43788305505362,1.24484152525467e-09,-0.959796347489233,0.0224947854747338,14,64341673,64387986,"testis expressed 21, pseudogene"
"233","overlap","chr14","64464550-64466500","Promoter","ENSG00000179841","AKAP5",-1.16869048112746,0.000139166495631927,-1.19426618983511,1.19935925307747e-11,14,64465499,64474503,"A-kinase anchoring protein 5"
"234","overlap","chr14","64501200-64507550","Promoter","ENSG00000126804","ZBTB1",-1.0792498451516,3.4029133977223e-06,-0.828987759897414,5.60138757560447e-17,14,64503725,64533690,"zinc finger and BTB domain containing 1"
"235","overlap","chr14","64549450-64549950","Promoter","ENSG00000165807","PPP1R36",-1.59279499298208,0.000134568635131785,-2.10062944031994,0.00227394759202503,14,64549920,64589381,"protein phosphatase 1 regulatory subunit 36"
"236","overlap","chr14","64702650-64709150","Promoter","ENSG00000126822","PLEKHG3",-1.43290905122938,1.05477460713528e-09,-0.893963865772667,3.58396984492673e-35,14,64704102,64750249,"pleckstrin homology and RhoGEF domain containing G3"
"237","overlap","chr14","64715650-64717250","5'UTR","ENSG00000126822","PLEKHG3",-1.11581061522331,0.000345383579624136,-0.893963865772667,3.58396984492673e-35,14,64704102,64750249,"pleckstrin homology and RhoGEF domain containing G3"
"238","overlap","chr14","64720050-64720600","Intron","ENSG00000126822","PLEKHG3",-1.32961256467969,0.000812933740771653,-0.893963865772667,3.58396984492673e-35,14,64704102,64750249,"pleckstrin homology and RhoGEF domain containing G3"
"239","overlap","chr14","64726550-64726900","Intron","ENSG00000126822","PLEKHG3",-1.28057301159494,0.0127504083860623,-0.893963865772667,3.58396984492673e-35,14,64704102,64750249,"pleckstrin homology and RhoGEF domain containing G3"
"240","overlap","chr14","64758750-64759150","Intron","ENSG00000070182","SPTB",-1.39556720639952,0.0131709566101073,-1.60920759340599,4.62483918299377e-20,14,64746283,64879907,"spectrin beta, erythrocytic"
"241","overlap","chr14","64762000-64762650","Intron","ENSG00000070182","SPTB",-0.970778752274916,0.0435465447622409,-1.60920759340599,4.62483918299377e-20,14,64746283,64879907,"spectrin beta, erythrocytic"
"242","overlap","chr14","64766500-64766900","3'UTR","ENSG00000070182","SPTB",-1.14738111899428,0.0283525277237708,-1.60920759340599,4.62483918299377e-20,14,64746283,64879907,"spectrin beta, erythrocytic"
"243","overlap","chr14","64805750-64807300","Intron","ENSG00000070182","SPTB",-1.64846833576891,3.7271507859726e-07,-1.60920759340599,4.62483918299377e-20,14,64746283,64879907,"spectrin beta, erythrocytic"
"244","overlap","chr14","64879750-64881450","Promoter","ENSG00000070182","SPTB",-2.79884168081058,7.68051813776849e-25,-1.60920759340599,4.62483918299377e-20,14,64746283,64879907,"spectrin beta, erythrocytic"
"245","overlap","chr14","64986450-64988250","Promoter","ENSG00000257365","FNTB",-1.32637880010897,1.06710106031599e-07,-0.753925340897736,7.86442052474493e-16,14,64986895,65062650,"farnesyltransferase, CAAX box, beta"
"246","overlap","chr14","65100950-65103850","Promoter","ENSG00000125952","MAX",-1.30330917635784,3.95827834927622e-09,-0.770445596549991,1.46543256320122e-21,14,65006174,65102695,"MYC associated factor X"
"247","overlap","chr14","65411000-65415500","Promoter","ENSG00000276116","FUT8-AS1",-0.850076437526731,0.000971848532033204,-1.63435820468371,1.61140186537528e-11,14,65411170,65412690,"FUT8 antisense RNA 1"
"248","overlap","chr14","67680150-67680400","Intron","ENSG00000072042","RDH11",-1.12952014583057,0.0445941106923377,-0.371788005308648,3.82928021941379e-09,14,67659820,67695793,"retinol dehydrogenase 11"
"249","overlap","chr14","69519600-69519800","Intron","ENSG00000175985","PLEKHD1",-2.38151592742329,0.000318006791998858,-3.80087857037331,8.79958033982165e-06,14,69484692,69531551,"pleckstrin homology and coiled-coil domain containing D1"
"250","overlap","chr14","70358300-70360100","Promoter","ENSG00000133983","COX16",-0.827416969314218,0.00468790010457591,-0.352082250083071,0.000108434713163409,14,70325081,70359700,"cytochrome c oxidase assembly factor COX16"
"251","overlap","chr14","70415650-70417550","Promoter","ENSG00000258644","SYNJ2BP-COX16",-0.845189320469944,0.00239132248749766,-1.88974733283893,1.30671036135291e-14,14,70326064,70417074,"SYNJ2BP-COX16 readthrough"
"252","overlap","chr14","70599300-70601450","5'UTR","ENSG00000133997","MED6",-0.837494143230222,0.00459120580849959,-0.190630670430434,0.024426115648862,14,70581257,70641204,"mediator complex subunit 6"
"253","overlap","chr14","70641000-70643000","Promoter","ENSG00000133997","MED6",-1.12560252984047,2.73656774846919e-05,-0.190630670430434,0.024426115648862,14,70581257,70641204,"mediator complex subunit 6"
"254","overlap","chr14","72925700-72928150","Promoter","ENSG00000119599","DCAF4",-1.72162652432709,6.87543973325577e-13,-0.963141384190362,6.90089213556556e-23,14,72926377,72959703,"DDB1 and CUL4 associated factor 4"
"255","overlap","chr14","72961450-72963300","Exon","ENSG00000119599","DCAF4",-1.00208048848901,0.000968633216225973,-0.963141384190362,6.90089213556556e-23,14,72926377,72959703,"DDB1 and CUL4 associated factor 4"
"256","overlap","chr14","73025800-73028000","Promoter","ENSG00000165861","ZFYVE1",-1.09897477128197,4.66834418801675e-05,-0.973880563535129,1.52021017452167e-18,14,72969451,73027131,"zinc finger FYVE-type containing 1"
"257","overlap","chr14","73135900-73137850","Promoter","ENSG00000080815","PSEN1",-1.34581319722854,7.84962919627205e-08,-0.704589651019567,3.02209435283047e-17,14,73136418,73223691,"presenilin 1"
"258","overlap","chr14","73237150-73238900","Promoter","ENSG00000100767","PAPLN",-1.03804571590407,5.74591583221139e-05,-2.48521435690784,7.75671142042586e-96,14,73237497,73274640,"papilin, proteoglycan like sulfated glycoprotein"
"259","overlap","chr14","73456700-73459400","Promoter","ENSG00000133961","NUMB",-1.21913256872583,7.53880928409567e-08,-1.08565082740037,3.18975191297012e-52,14,73275107,73458617,"NUMB endocytic adaptor protein"
"260","overlap","chr14","73489800-73493100","Promoter","ENSG00000170468","RIOX1",-1.22411579338337,1.55720175458933e-07,-0.386606586580926,0.000270323497759077,14,73490933,73493394,"ribosomal oxygenase 1"
"261","overlap","chr14","73536550-73539300","Promoter","ENSG00000184227","ACOT1",-1.12415034666825,3.02331579172565e-06,-2.71858792098312,2.04757359911606e-58,14,73537143,73543796,"acyl-CoA thioesterase 1"
"262","overlap","chr14","73567750-73571250","Promoter","ENSG00000119673","ACOT2",-1.12130236985086,1.14663585954356e-05,-1.00986579623339,2.12021701281509e-23,14,73567620,73575658,"acyl-CoA thioesterase 2"
"263","overlap","chr14","73633500-73634750","Exon","ENSG00000119661","DNAL1",-1.23639232101961,5.46597405259077e-05,-1.13162334750386,6.21200033780803e-30,14,73644875,73703732,"dynein axonemal light chain 1"
"264","overlap","chr14","73644250-73645850","Promoter","ENSG00000119661","DNAL1",-1.13158193869436,2.29975052474257e-05,-1.13162334750386,6.21200033780803e-30,14,73644875,73703732,"dynein axonemal light chain 1"
"265","overlap","chr14","73662400-73662950","Intron","ENSG00000119661","DNAL1",-0.90097462601757,0.034321211242361,-1.13162334750386,6.21200033780803e-30,14,73644875,73703732,"dynein axonemal light chain 1"
"266","overlap","chr14","73696500-73697200","3'UTR","ENSG00000119661","DNAL1",-1.5808719554069,0.0396269653356169,-1.13162334750386,6.21200033780803e-30,14,73644875,73703732,"dynein axonemal light chain 1"
"267","overlap","chr14","73712100-73715050","Promoter","ENSG00000176903","PNMA1",-1.47865937093086,1.54634407128634e-10,-0.572036660009464,9.14708458708928e-13,14,73711783,73714384,"PNMA family member 1"
